timestamp_ms,loop_count,position_deg,velocity_deg_s,effect_available,report_id,effect_type_enum,effect_type_raw,magnitude,direction_deg,duration_ms,spring_coeff,damper_coeff,friction_coeff,inertia_coeff,center_pos,dead_band,attack_level,attack_time_ms,fade_level,fade_time_ms,torque_output,emergency_stop,ethercat_status
326956280,66,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326956390,67,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326956500,68,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326956610,69,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326956730,70,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326956840,71,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326956950,72,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326957060,73,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326957170,74,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326957280,75,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326957390,76,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326957500,77,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326957610,78,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326957720,79,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326957830,80,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326957940,81,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326958050,82,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326958160,83,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326958270,84,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326958380,85,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326958490,86,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326958600,87,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326958710,88,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
326958770,89,0.000,0.000,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.000,0,1
